Date,Tweet,User,Keyword 
02/21/2021,Corona is not over yet We r frequently sensitizing our passengers through FIDS boards amp social media handles to follow 3 golden rules while travelling all d timeAlways Wear MaskWash Hands FrequentlyMaintain Unite2FightCorona FlySafe,AAIVNSAIRPORT,corona
02/20/2021,WOWWWSeen Sooo many REVIEWS OnlineNever thought I wud Visit Rajugari Thota RajugariThota Nytime soon coz of CORONA COVID19 Rajugari Thota in TG,TechButthead,corona
02/20/2021,India is successfully progressing with the Covid19 vaccination program with more milestones to comeCongratulations India on reaching the 1 Crore inoculation markLargestVaccineDrivenarendramodi PMOIndia AmitShah kishanreddybjp BJP4India BJP4Telangana,MangalPahad,COVID
02/19/2021,East or westAyurveda is the bestOur very own Indian companys PatanjaliCoronil has been recognized by WHO as an Ayurvedic medicine for Corona PatanjalisEvidenceBasedMedicine4Corona,ShivaCh32939284,corona
02/18/2021,Israel had offered to host Champions League and Euro 2020 matches if the Covid19 pandemic forces them to be moved from other countriesRead more Israel ChampionsLeague Euro2020 coronavirus Source TOISportsNews,Oigetit_India_S,corona
02/18/2021,Free HOMEO Medical Camps at Bhavanandapur Village on 18th February 2021Our team of Doctors along with staff provided treatment distributed medicines and explained about the precautions and preventive steps for COVID19 Coronavirus in Bhavanandapur VillageHamsaHomeopathy,HamsaHomeopathy,corona
02/18/2021,They are just imposing Tax over Tax and naming it as one Tax one Nation In Pandemic Covid19 almost every country in the world faced economic problem but according to my knowledge no other country imposed 3X the Tax by naming it as it will increase the Countries Economy,ranjanankit000,COVID
02/17/2021,The Australian Open will allow 50 percent capacity at Rod Laver Arena the centre court from Thursday after state authorities eased a fiveday coronavirus lockdownRead more AO2021 melbournelockdown Covid19 GrandSlamSource TOISportsNews,Oigetit_India_S,corona
02/17/2021,PetrolPriceHike While the CrudeOilPrices are very low the FinMinIndia is trying to cover for the freebies they distributed in the name of the FakeDisease COVID19 Freebies were distributed to put on the caring masks,harryninja89,COVID
02/16/2021,Great service India Countries India has supplied COVID19vaccines to so farAfghanistan BangladeshSeychellesBarbadosDominicaMauritiusMoroccoMaldivesSriLankaBahrainBhutanAlgeriaKuwait BrazilNepalEgyptOmanIndia COVID19,Varun_kumarv,COVID
02/16/2021,Argentina World Cup winner Leopoldo Luque died on Monday of a heart attack while he was receiving treatment for Covid19 hospital sources saidRead more LeopoldoLuque RIP COVID19 FIFA Source TOISportsNews,Oigetit_India_S,COVID
02/15/2021,Getting vaccinated means youre at much less risk of getting severely ill from Covid yourself but you may still be able to infect other people All of us should keep wearing masks and limiting time indoors with others until spread is under control Dont assume its gone yet,GTVerghese,COVID
02/14/2021,Every Dog has a day Who doesnt agree Rio de Janeiro carnival cancelled for humans amid COVID19 dogs steal the showRIORiotGames RiodeJaneiro,ShubhamRishav,COVID
02/14/2021,Looking for extra COVID vaccines from IndiaCanadian PM Justin Trudeau,Stuti8220,COVID
02/14/2021,The heartbreaking feeling of him not winning an award somehow washed away a bit when I saw him standing there in front of our flag paying a tribute to the covid warriorsIts his first performance and I am proud to see him thereAt the end of day maybe thats what truly matters,AbeyPrachi,COVID
02/14/2021,KalyaniMuktevi amartadi swachhhyd RajenderPHP saikoushika NewsMeterIn smileysnaps kkmohan73 RajkumarDuvva PANDARAJATH laxmisaudi Few days agowhen I am walkingI used to look to those who arent wearing maskNowadays people are looking the same way for wearing a maskSome even asked Why are you having maskYou are already a COVID survivorright,Kri_Te_Acharya,COVID
02/14/2021,COVIDVaccine vaccine is almost Safe and effective Please do not believe in any type of humours And must get vaccinated at your chance COVID19 COVIDVaccination vaccine Indian MujahidHussainSiddiqui,Mujahid5097958,COVID
02/13/2021,Arsenal and Tottenham Hotspur had Europa League last32 games moved to different venues on Friday after COVID19 regulationsRead more Arsenal TottenhamHotspur EuropaLeague COVID19 Source TOISportsNews,Oigetit_India_S,COVID
02/13/2021,Australias second most populous state Victoria entered a fiveday lockdown on Saturday as authorities raced to prevent a third wave of COVID19 casesRead more AustralianOpen2021 melbournelockdown COVID19 lockdown Source TOISportsNews,Oigetit_India_S,COVID
02/12/2021,We are grateful to have work in covid times manEveryone gets opportunities but only few appreciate them and are grateful for them and it shows how grounded and beautiful that person isRubinaDilaik you are,ShivikaAgarwa19,COVID
02/12/2021,China bans BBC World News for its reporting on Xinjiang Beijings handling of COVID19BBCWorld bbcchinese BbcChina News Ban,VoiceofIndianM3,COVID
02/12/2021,Today I vaccinated Covishield Thanks so much to honble Prime Minister for great efforts made to fight against Covid19 I proud to be an IndianNarendraModi COVID19Vaccination COVID19 AmitShah mangalpandey NaMoApp PMModi cmobihar zeenews ajtak amitkumar nitinnabin,politicalsumit,COVID
02/12/2021,Bayern Munichs victory over PSG in the pandemicdelayed 2020 final was on the CBS Sports Network cable channelRead more ChampionsLeague CBS TV BayernMunich Source SInow,Oigetit_India_S,COVID
02/12/2021,CAA to be implemented after Covid 19 vaccination drive said AmitShah Home Minister of IndiaAmitShah CAA2021 CAA,mr_sn_gt_,COVID
02/11/2021,Speaking on India and the Middle East amidst the Covid Crisis Nonalignment to Multialignment at the Rise of Asia Series Conference Organised by University of Paris and University of Le Havre Normandie France Here by Multialignment I mean multilevel alignment,DaveSolanki,COVID
02/11/2021,Injuries and the COVID19 pandemic are starting to take their toll in the Liga title race with all three teams involvedRead more LaLiga coronavirus AtleticodeMadrid football Source TOISportsNews,Oigetit_India_S,corona
02/10/2021,MashalSangar mygovindia Thanks brother I hope that your country also get free from covid 19Be safe and take care,mr_sn_gt_,COVID
02/10/2021,starts COVID builds a vaccine builds a vaccine and shares itnarendramodi PMOIndia AmitShah sambitswarajdrharshvardhan,Rahul_SharmaBJP,COVID
02/10/2021,Many people around the world are reluctant to get a Covid19 vaccine Their number 1 concern is about side effects Their number 2 concern is about vaccines effectiveness,nvarma031,COVID
02/10/2021,Covid19 Recovery Rate in India is reaching to 98 Thanks to the corona warriors amp The Government of India COVID19 covid19recoveryrate IndiaFightsCorona Corona recoveryrate coronawarriors,mr_sn_gt_,corona
02/09/2021,A tourist woman watches sunset from Hemakuta Hill Virupaksha Temple can be seen in the background in Hampi Karnataka in February 2020 weeks before the world went into lockdown COVID19,i_abdulmunaff,COVID
02/08/2021,When everyone body is enjoying their Corona vacation coronavirus COVID19 COVID19,yakharai_,corona
02/08/2021,Aatmanirbhar Bharat is only possible when everyone participates in it The govt during COVID tried to ensure that the women across the country did not face any major challenge PM Shri narendramodi JiPMinRajyaSabha,Rahul_SharmaBJP,COVID
02/08/2021,Get Well soon Suriyaoffl Anna Praying For Your Speedy Recovery From Covid 19 Stay Strong GetWellSoonSURIYAanna,VijayramF,COVID
02/07/2021,We won the war on Corona,lochantea2016,corona
02/07/2021,Private Instutions does not Collect to the Tution Fees of Covid 19 Period other Wise We Will Fight to the Poor Student Purpose Agitation in the TS State and Country Our Request of the Indian Government kindly Co operate the Poor Students,ManikantaKanja1,COVID
02/06/2021,When you felt there is a problem with corona didnt you wear mask,SharathJonnala,corona
02/06/2021,tavleensingh ShivamDey23 Corona is a microorganism as a response didnt you wear Musk,SharathJonnala,corona
02/05/2021,Dear stranger who reads thisFeel happy coz you are an awesome survivor of covid,BenzTonyStephen,COVID
02/05/2021,taapsee So you want to tell that corona which cant even be seen with eyes Cant do anything to humans Then you should have opposed lockdown,SharathJonnala,corona
02/05/2021,Agile Leadership in post Covid world,ved_hrm,COVID
02/05/2021,The Covid situation worsened in the state due to the wrong policies and procedures of vijayanpinarayi Govt Keralites who came back from other countries were called as merchants of deathAishwaryaKeralaYatraVallikunnu 12,chennithala,COVID
02/05/2021,rihanna 9 times Grammy 12 times BMA and 13 times AMA award winner holder of 6 Guiness world records one of the all time bestselling artists of the whole fricking world of music the global star an absolute fricking QUEENcovid19 donate 36cr,shree_waghmare,COVID
02/04/2021,India becomes fastest country to reach 4m Covid19 vaccination markBJPNAMONationFirstAtmaNirbharBharatNewIndia via NaMo App,MusfiqurDr,COVID
02/03/2021,Similarities between COVID19 amp my Ex was that they both were BREATHTAKING COVID Corona 2020 2019 2021,RishizxK,corona
02/02/2021,Now entire world must be looking at us Is Covid19 alleviated because of sub clinical infections in India Immunity COVID19 COVID19 COVID,svmurthy,COVID
02/01/2021,In mid of all chaos made this art This can be a illustration of how I wanted to enjoy my holiday which totally got ruined by Corona digitalpaintingdigitaldrawingdigitalartdigitalillustrationdigitaldrawingdigitalartdigitalsketchdigitaldoodle,nivecharles,corona
02/01/2021,Wondering if you have COVID19 the flu a common cold or just allergies Follow our chart to track your symptomsTo confirm a diagnosis take an RTPCR Test todayCoSara MolecularDiagnostics Saragene MakeInIndia SARSCoV2 MedTwitter PCRTesting COVID19 coronavirus,CoSaraIndia,corona
02/01/2021,FinMinIndia As an Unprecedented Corona Pandemic demands an Out of the Box Solution which is a Radical Tax Reform with a massive relief by removing only Central Govt Tax on Petroleum product in todays UnionBudget2021 by introducing 03 BankTransactionTax at receiver end,RHShewale,corona
02/01/2021,As an Unprecedented Corona Pandemic demands an Out of the Box Solution which is a Radical Tax Reform with a massive relief by removing only Central Tax on Petroleum products in coming Budget2021 by introducing 03 BankTransactionTax at receiver endTaxReform Arthakranti,RHShewale,corona
01/30/2021,kitchrisr The virus has been unsparing Friends amp relatives more than 10 till date had succumbed to Covid19COVID is no joke For healing amp hope,Stuti8220,COVID
01/30/2021,nrajabpcla neerangautam Amaresh03335514 ArunDeshpande20 sureshseshadri1 sunitpanna nanoarun Rahulsaffron nrajabpcl tmmenon imystic narendramodi PMOIndia athavaleabhi desertfox61I SortedEagle shytigress PankajNaMo gendadange SoniaGurnani19 JoyKarmaker75 dhaval8456 savitharao lakshmianand96 nairhena HamaraDesh ModiBrigadeInd RituKulshresth mohana5121966 DEVV1979 RichaAnand73 shitul905 namoArunima anilp68 p3gh shakthigj CantstopulovinM GauravModified sbk1963 67irr keveeyes DrMRSatapathy aprnh19 Ashtalakshmi8 Bipinch08817638 AbhinandanKaul nsitharamanoffc nsitharaman Savitri4Ever iNishant4 MadhyaPradeshhas set up largest number ofsolar pumpsin India underPradhan Mantri Garib Kalyan Rojgar AbhiyanThe scheme was launched by central govt for providing employment to migrant labourers who came back to their native during COVID19 lockdown,Stuti8220,COVID
01/30/2021,Today is the day When the 1st case of COVID 19 was detected in India Its been a year Time fliesCOVID,anubhab_rout,COVID
01/30/2021,An international badminton competition due to take place this spring in Japan has been cancelled organisers said SaturdayRead more Badminton Japan COVID19 Postpone Source TOISportsNews,Oigetit_India_S,COVID
01/30/2021,Paris St Germain midfielder RahmatVilla8 and defender Abdou235 have tested positive for COVID19 the French champions announced on FridayRead more PSG Verratti Diallo coronavirus Source TOISportsNews,Oigetit_India_S,corona
01/29/2021,railway local trains general public mumbai COVID19,Brezzy_Drive,COVID
01/29/2021,No maskMaskUp No PhysicalDistancing SocialDistancing Incoronavirus CoronaVirusUpdates COVID19 COVID pandemic pandemia Pandemie pandemiclife pandemii Only socialmediamarketing AtLucknow UttarPradesh IndiaFightsCorona IndiaWins india,llrhknp,corona
01/29/2021,Really happy for this MumbaiLocal resuming from February 1 Requesting passengers to follow up all the guidelines related to Covid19 during journey WearAMaskStay Safe and have a Safe travel,vetri_72,COVID
01/29/2021,The US has detected its first cases of the COVID19 variant initially detected in South Africa,jennu_sahadev,COVID
01/28/2021,The suspension of scheduled commercial international flights till 1159 pm on February 28 2021 in the wake of novel coronavirus pandemic This restriction however will not apply to international allcargo operationsteenskagram travel COVID19,teenskagram,corona
01/28/2021,This gentleman unfortunately died at age 37 of COVID19 10 days after his vaccinationIs it possible the cure may be worse than the disease,rmantha2,COVID
01/28/2021,Australian Open players and their entrouges will begin exiting COVID19 quarantine on Thursday after spending two weeks strictly confinedRead more AusOpen COVID19 Quarantine AustraliaSource TOISportsNews,Oigetit_India_S,COVID
01/27/2021,AndrewYNg Universal VaccineA single vaccine that can combat any pandemic,vjhyd4,COVID
01/27/2021,The number of positive COVID19 tests linked to the Australia Open has been downgraded to eight after authorities reclassified one of the resultsRead more AustralianOpen Covid19 Australia GrandSlam Source TOISportsNews,Oigetit_India_S,COVID
01/27/2021,Mukesh Ambani who emerged as the richest man in India and Asia earned 90 crore an hour during the pandemic when around 24 of the people in the country were earning under 3000 a month during the lockdown,GTVerghese,COVID
01/26/2021,As time approaches Im sad to be leaving Im definitely excited but Im v v sad because Ill miss my hometown my home and my fam Being at home has been pleasant and difficult equally and with around 20 days to go Ill try to cherish this time Covid19 COVID19,sautakekibaat,COVID
01/26/2021,Celebrating 72nd RepublicDay of india RepublicDay2021 Covid19 pharmacyoftheworld Namaste IncredibleIndia IndoPride rishabhjain,Rishabh92825040,COVID
01/26/2021,Let us spend some time today in the reflection of the true heroes of India who sacrificed lot in the pandemic of Covid19 and gave us a hope of humanity Wishing you a very Happy Republic Day 2021republicday HappyRepublicDay Happy72nd digitalgurusanjog,Digitalsanjog,COVID
01/26/2021,On this historical day let us take a moment to salute our brave martyrs freedom fighters soldiers COVID heroes for all their efforts in bringing Peace Joy and Hope in our lives HappyRepublicDay2021,amiralishaik,COVID
01/26/2021,One nation one vision one identity Today is the day to celebrate the unity of our beautiful country Happy Republic Day CoSara 26January RepublicDay2021 MolecularDiagnostics Saragene MakeInIndia SARSCoV2 MedTwitter PCRTesting COVID19 TestingForCovid19,CoSaraIndia,COVID
01/26/2021,On this historical day let us take a moment to salute our brave martyrs freedom fighters soldiers COVID heroes for all their efforts in bringing Peace Joy and Hope in our lives HappyRepublicDay2021JAYhindJAYbharat VandeMataram MeraBharatMahaan,QzeenB,COVID
01/26/2021,Freedom in the mind Strength in the words Pureness in our blood Pride in our souls Zeal in our hearts Lets salute our India on Republic DayRepublicDay RepublicDay2021 RepublicDayIndia JaiHind IndianArmy Covid19 PadmaAwards,helpinghand_med,COVID
01/25/2021,Dear Corona Warriors The Entire Nation Is Thankful To You For Dedicated Service To All The Citizens Of The Nation Wishing You A HAPPY REPUBLIC DAYindia HappyRepublicDay coronawarriors indianarmy mobileappdevelopment websitedevelopmnet digitalmarketing,rsdigitalpracha,corona
01/24/2021,PM narendramodi commends NCC amp NSS for their effort during the pandemicWatch vide PMOIndiaBJP4India mygovindiarajnathsinghKirenRijijuadgpi IAFMCC indiannavySpokespersonMoDBSFIndiaHQDGNCCDrSJaishankarBJPRepublicDay2021,71_rajib,corona
01/24/2021,SAI in a media statement informed that it has taken cognisance of reports stating social distancing norms were allegedly floutedRead more SAI wrestling Covid19 India Source TOISportsNews,Oigetit_India_S,COVID
01/24/2021,The Sports Authority of India SAI on Sunday took cognisance of an alleged breach of COVID19 protocols during the ongoing Wrestling National ChampionshipRead more SAI wrestling Covid19 India Source TOISportsNews,Oigetit_India_S,COVID
01/24/2021,Education Shall enlighten Soul Devoid of Literacyinternationaleducationdayeducation learning school love motivation students study covid student children india teacher college science knowledge kids learn university business success bhfyp community,rsdigitalpracha,COVID
01/23/2021,This social entrepreneur is our latest inspirationlaxmimenon socialentrepreneurship socialentrepreneur covid ppe kerala India positivestory feelgoodtoday posinewz inspiration,PosiNewz,COVID
01/23/2021,BJP MP from Rajkot Gujarat MohanKundaria admitted to an Ahmedabad hospital with covid19,DeepalTrevedie,COVID
01/23/2021,Humanity is the first religion COVID19 srjbtk NarendraModi JairBolsonaro,DkBemali,COVID
01/22/2021,I am shielded It has been a long journey from fighting COVID19 in Kolkata to getting protected and protecting the people COVID19Vaccination COVID19 COVISHIELD ILSHospitals SerumInstIndia MoHFWINDIA,RekhaGanguli,COVID
01/22/2021,Leadership of PM narendramodi is Indias article of faithIndia fares better than most developed nations as polled by its citizens 73 approved Indias handling of the pandemic much higher than UK US and France in an India TodayKarvy Insights survey IndiaTrustsModi,Rahul_SharmaBJP,COVID
01/22/2021,Leadership of PM narendramodi is Indias article of faithOverwhelming 74 respondents in a nationwide survey by India TodayKarvy Insights rate his performance in the battle against COVID as good to outstandingIndiaTrustsModi BJP4India BJP4Haryana JPNadda,Rahul_SharmaBJP,COVID
01/22/2021,Leadership of PM narendramodi is Indias article of faithDid PM Modi handle the pandemic well73 respondents answer in the affirmative in an India TodayKarvy Insights survey IndiaTrustsModi BJP4India BJP4Haryana JPNadda,Rahul_SharmaBJP,COVID
01/22/2021,Should India provide covid vaccine to pakistan What is your opinionvaccine Covishield BharatBiotech CoronavirusVaccine COVID19,namanjain749,corona
01/22/2021,Made In the Covid,WhoIsAdityaaa,COVID
01/22/2021,Live PM narendramodi interacts with beneficiaries amp Covid vaccinators from Varanasi PMOIndianarendramodiinadgpi IAFMCC indiannavyHQIDSIndiaSpokespersonMoDPIBHomeAffairsBSFIndiaMoHFWINDIABJP4UPBJPNAMOIndiaFightsCorona,71_rajib,corona
01/22/2021,Covid China no challenge BJP still poised to win clear majority if polls held today finds MOTN surveyNAMONationFirstAtmaNirbharBharatNewIndia via NaMo App,MusfiqurDr,COVID
01/22/2021,Srinivasbollu7 Sirim requesting u from the bottom of my heart plz try solve my problem at the our AY delayed due to PANDEMICampeven after completion of courseafter that this 2nd year reimbursement isnt settledeven its released too is another issue,Rajk_1432,COVID
01/21/2021,Srinivasbollu7 Siri am requesting you from the bottom of my heart plz try solve my problem at the earliest as our academic year delayed due to PANDEMIC and even after completion of courseafter that this 2nd year reimbursement is not yet settledeven its released too is another issue,Rajk_1432,COVID
01/21/2021,JoeBiden is moving swiftly to dismantle DonaldTrumps legacy on his first day in office signing a series of executive actions that reverse course on immigration climate change racial equity and the handling of the coronavirus pandemic,Vivek3189,corona
01/20/2021,These are the best pictures of Todays eveningMe with my Doctor colleaguesAll the people of this pictures recovered from Corona Virus in the last 3 months Sowe didnt wear mask BJPNAMONewIndia,71_rajib,corona
01/20/2021,Breaking NewsDelhi sets a new record We have conducted over 1 crore Corona tests to date equivalent to 50 of Delhis population With a focus on increased testing amp treatment Delhi has successfully contained the scale amp spread of Corona infection,AkarapuSaiteja1,corona
01/19/2021,Joined Honble Home Minister Shri AmitShah ji kishanreddybjp at the Delhi Police Headquarters and paid tributes to all those brave policemen who lost their lives battling Covid19 Later felicitated policemen for their impeccable duty during the testing times of pandemic,MangalPahad,COVID
01/19/2021,Lakhs gather for Kumbh Mela in Haridwar despite COVID19 concerns,GaniKick,COVID
01/19/2021,Covaxin was approved without phase 3 trials despite experts cautioning against such hasty approval Now its maker BharatBiotech says that those who are not healthy should not take it Healthy people hardly affected by Covid Whats the use of the vaccine To make big bucks,GTVerghese,COVID
01/18/2021,Delhis Fightback StoryActive Corona cases down 94 in 10 weeksDelhiFightsCorona,AAPKhargone,corona
01/18/2021,Delhis Fightback StoryActive Corona cases down 94 in 10 weeksDelhiFightsCorona,AAP_Khandwa,corona
01/18/2021,Delhis Fightback StoryActive Corona cases down 94 in 10 weeksDelhiFightsCorona,AAPIndore,corona
01/16/2021,Great scientists our selfless frontline corona warriors and PM shri narendramodi jiI congratulate all of us for achieving this big milestone I bow down and salute to all of you for driving our great nation out of this pandemicLargestVaccineDrive India PMOIndia,iamgauravrane,corona
01/16/2021,India begins phase 1 of the COVID19 vaccination Let us all hope that we can beat this Plague soon coronanews covidIndia vaccineIndia,motiphors,corona
01/16/2021,ShekharGupta Once Iqbal said Dalali karna hey to ShekharGupta se sikho By the way corona is a lesser evil Indians have to discover new vaccine to eradicate Modivirus,Bondrana,corona
01/16/2021,Prime Minister Narendra Modi today January 16 launched the worlds biggest COVID19 vaccination programme in India via video conferencingCoronaVaccination IndiaFightsCorona,thedeclaremedia,corona
01/16/2021,PM narendramodi elaborates on Indias preparation at every stage of the pandemic Watch video PMOIndianarendramodiin NamoAppBJP4India mygovindiaadgpi IAFMCC indiannavydrharshvardhan MoHFWINDIABJPNAMOlargestVaccinationdrive,71_rajib,corona
01/16/2021,AIIMS Director Dr Randeep Guleria receives COVID19 vaccine at AIIMS Delhi LargestVaccineDrive VaccineForIndia,EducatorShweta,COVID
01/16/2021,1yr for the SouthIndiaTrip 11 Days APKAKLTN Jan 16th amp PRABHU CHANDU SRINIVAS amp Myself Best Trip Ever when that time Corona entered into KERALA,Shekhar_the_one,corona
01/16/2021,Finally its hereToday we are going to start the worlds biggest vaccination campaign in IndiaCongratulations to all the scientists who made this possible Feeling Proud Indian vaccineforindia vaccineforall coronavaccine vaccination covid19,SBoodida,corona
01/16/2021,Go Corona Go VaccineForIndia Vaccine,EducatorShweta,corona
01/16/2021,Our Honble PM Shri Narendra Modi ji is all set to launch the COVID19 vaccination drive today 1030AM onwards wish all the people do great after getting vaccine LargestVaccineDrive hope,Akhil_chintala9,COVID
01/16/2021,Norway says there are risks that Covid19 vaccinations may be too risky for the very old and terminally sick after 23 people died within a short time of receiving their first shotCOVID19 COVIDVaccination CovidVaccinesideeffects,kale_rohit_3303,COVID
01/15/2021,PM to launch Pan India Rollout of COVID19 Vaccination drive on 16th January via NaMo App,iamrameshsriram,COVID
01/15/2021,In a few days our difference is about the second year exam and I can not even tell you guys how scared I am from inside because I have not got ready for covid19 I do not know how to crack the exam,pawanshahx,COVID
01/15/2021,I have heard that two Chennai City FC players were found COVID19 positive and taken to isolation ILeague IndianFootball,DebamoyGhosh,COVID
01/14/2021,CBSE Exams will be conducted on May and there will covid19 protocols followedlee My Father,sonu_sayss,COVID
01/14/2021,Hope this auspicious occasion of Makar Sankranti make you reach new heights of happinessHappy Makar SankrantiMakarSankranti MakarSankranti2021 HappyPongal2021 HappySankranti WELOVEYOURANBOO Sankranthi SupercopaBarca Sankranti COVID19 CovidVaccine vaccine,helpinghand_med,COVID
01/13/2021,SpiceJet said it transported 35 tonnes of COVID19 vaccines on Wednesday from Mumbai Pune and Hyderabad to 11 cities across the country,NewsExp08086136,COVID
01/12/2021,Shuttler Saina Nehwal on Tuesday said that she has not received her Covid19 test report and was only told by the authorities that she has tested positiveRead more SainaNehwal COVID19 positive badminton Source TOISportsNews,Oigetit_India_S,COVID
01/12/2021,Wow wel come to hyd Covid vaccine,Mahendhargeniam,COVID
01/12/2021,PM chairs meeting with CMs on COVID19 vaccination via NaMo App,iamrameshsriram,COVID
01/11/2021,India ready to save humanity with two Made in India COVID19 vaccines PM narendra modi The world is not only waiting for Indias vaccines but is also keeping an eye on how India will conduct its vaccination drive said PM ModiwithpmmodicovidvaccineIndiaFightsCorona,andamanherald,corona
01/11/2021,Getting ready for corona vaccination COVID19,ekmemeaur,corona
01/11/2021,Live PM narendramodis closing remarks at meeting with CMs on COVID19 situation amp vaccination rollout PMOIndiarashtrapatibhvnVPSecretariatBJP4India mygovindiaadgpi IAFMCC indiannavySpokespersonMoDDrSJaishankarBJPNAMONewIndia,71_rajib,COVID
01/11/2021,Live PM narendramodis closing remarks at virtual meeting with CMs on COVID19 PMOIndiarashtrapatibhvnVPSecretariatBJP4India mygovindiaadgpi IAFMCC indiannavyHMOIndiaBSFIndiaJPNaddaDrSJaishankarBJPNAMOUnite2FightCorona,71_rajib,corona
01/11/2021,From efficacy to cost all you need to know about Indias COVID19 vaccine CoSara Saragene MolecularDiagnostics SARSCoV2 Coronavirus MedTwitter Vaccination VaccineRollout COVID19 TestingForCovid19 IndiaFightsCorona CoronavirusVaccine,CoSaraIndia,corona
01/11/2021,Only an IdioticPM and a Cowardly leader will not do a Press Conference for 2422 days and still claim to be most transparentOnly an IdioticPM and a Cowardly leader will spend 20000 crores on Central Vista project and cut Scholarships for 60 lakh students during a pandemic,GTVerghese,corona
01/10/2021,India ready to save humanity with two Made in India COVID19 vaccines PM Modivia NaMo App,9866612227reddy,COVID
01/10/2021,Hey VTU why you forcing student to give Parent Concent First you opened college in offline mode during pandemic and now You want Parent Concent letter from usso that if any student got infected it doesnt concern to youvtuspreadingcorona vtu vtucancelofflineexams,official_saras0,corona
01/09/2021,Days after participating in Covid19 vaccine trial man dies in Bhopal Hindustan Times KVishReddy INCTelangana sridhar1085 SpiritOfCongres anulekhaboosa shreyaredd VamsiChandReddy,Uv_Vijay_,COVID
01/09/2021,Kindly join on the grace of the occasion amp obey Covid19 guidelines,RajibLochanPr18,COVID
01/09/2021,Union Minister of Youth Affairs and Sports Kiren Rijiju feels the young brigade of the country has played a huge role in battling the coronavirus pandemicRead more sports India KirenRijiju coronavirus Source TOISportsNews,Oigetit_India_S,corona
01/09/2021,Calcutta University exam caught between covid and election dates1 Min Read Aamna Ziya india teenskagram news calcutta cu examination educationminstry,teenskagram,COVID
01/09/2021,Hundreds Of Teacher and Student got Corona PositiveVTU were superactive during FEE payment But Still No Response from VTU regarding online examination and student safetyHopewe get positive response from the High Courtvtuspreadingcorona,official_saras0,corona
01/09/2021,Five lessons from COVID1 Life is short 2 Jobs are temporary 3 Your savings can save you 4 Nature deserves our respect 5 Your greatest wealth is your health,summi0307,COVID
01/09/2021,Efficacy of Bharat Biotech and ICMRs Covid vaccine trail Is this is reason why politicians afre afraid of participating in trailMaharashtra CovidVaccine HinduRashtra KrackFromToday,sivadrakshrapu,COVID
01/09/2021,PM narendramodi applauds Indian diaspora accross the world for their efforts during pandemicWatch video PMOIndiarashtrapatibhvnBJP4India mygovindiaadgpi IAFMCC indiannavyDrSJaishankar MEAIndiaBJPNAMOPravasiBharatiyaDivas2021,71_rajib,COVID
01/08/2021,ravindrajadeja and shubmangill is playing today like a boss in INDvsAUS ausvsind 3rd test day 2 ravindrajadeja get 4 wicket and shubmangill is playing with 50 halfcentury icc bcci ipl2021 ipl india australia scg covid19 viratkohli rohitsharma ajinkyarahane,CrickVip,COVID
01/08/2021,Hi FriendsWe Heartily recognized my service and honoured me with COVID WARRIORS and I am very happy to receive this award in the hands of VC SAJJANAR GARU IPS COMMISSIONER OF POLICE CYBERABAD And once again thanks to Friends all credit goes to your love and support,ammaodi29,COVID
01/07/2021,Get the daughter the clarity whether the trickster is a Covid19 quarantinenot Thats all is required frm ur Team IPS DCPSEastDelhi Hw much time it takes 4 u2 get info A call frm yr off2 yr counter in gurgaonpolice jump the protocols 2 save a life,DdunMirchi,COVID
01/06/2021,Todays brainstorming session in progress with the WICCI NAC CRRT COVID Response and Recovery Teamwiccinac wiccinac wicciin womenchamber aviationcouncil aviation india womenempowerment airlines airports businessaviation avgeek aviationdaily aviation4u wicci,WICCINAC,COVID
01/06/2021,What the hell is wrong with this country exam ke tym corona kha chla gya,sanketj27,corona
01/06/2021,WHO chief lauds Indias decisive action resolve to end Covid19BJPNAMOIndiaFightsCoronaCoronavirusVaccineUnite2FightCoronaAtmaNirbharBharatNewIndia via NaMo App,MusfiqurDr,corona
01/06/2021,Wondering if process of making CovidVaccine is published by any YouTuber or yet to YouTube vaccination COVID19 DIY,sanuzr,COVID
01/05/2021,Need an answerWhom are we supposed to trust Our intellectual scientists or some bunch of opportunist politicians who have nothing to do except stupidity My choice is first option ProudOfIndiaVaccineIndiaFightsCorona BJP4India Scientology COVID19 Trending,UpdeshMotePatil,corona
01/05/2021,Current Affairs ALERT Get your daily dose of Current Affairs only at PrepstartDownload our app to stay updated prepstart currentaffairs COVID19vaccination IndiaSource The Washington Post,goprepstart,COVID
01/05/2021,No one speaking about as India recording lowest ever Covid cases Definitely decline in the reporting rate Is herd immunity behind the dip in Indias covid count Covishield COVID19Vaccination,svmurthy,COVID
01/05/2021,In 2018 CGL SSC has one year because of their issuesIn 2019 they conducted exam but for tier 3 result they took almost half year In 2020 they have an excuse Covid 19They can mess this year tooSSCCGL19T3RESULTDATE SSCCGL19T2QUICKRESULT,Sahulkumar7,COVID
01/04/2021,If you doubt my identity cuz no real DP and 10 followers this is to assure you that Im a real personnationallockdown schoolsreopening farmersrprotest RelianceWithAnnadatta ummm ok BacktoSchool mondaythoughts COVID19,sautakekibaat,COVID
01/04/2021,Want to Boost Immunity Ontodot Like amp Retweet to get flat 21 off discount code FAUG Ontodot VocalForLocalMadeInIndia MadeforWorld usvsindia usavsindia COVID19 backtowork indiavsamerica,ontodot_,COVID
